GH-001	https://github.com/ther12k/bundar/issues/1	issues/m0/gh-001-initialize-the-bun-workspace-and-repository-skeleton.md
GH-002	https://github.com/ther12k/bundar/issues/2	issues/m0/gh-002-add-governance-licensing-security-and-contribution-foundations.md
GH-003	https://github.com/ther12k/bundar/issues/3	issues/m0/gh-003-install-the-okf-documentation-corpus-and-local-validator.md
GH-004	https://github.com/ther12k/bundar/issues/4	issues/m0/gh-004-clear-the-bundar-brand-and-public-namespaces.md
GH-005	https://github.com/ther12k/bundar/issues/5	issues/m0/gh-005-freeze-public-api-principles-and-package-boundaries.md
GH-006	https://github.com/ther12k/bundar/issues/6	issues/m0/gh-006-create-architecture-boundary-test-harness.md
GH-007	https://github.com/ther12k/bundar/issues/7	issues/m0/gh-007-create-benchmark-harness-with-raw-bun-and-hono-baselines.md
GH-008	https://github.com/ther12k/bundar/issues/8	issues/m0/gh-008-create-browser-conformance-harness-for-htmx-2-and-htmx-4-lanes.md
GH-009	https://github.com/ther12k/bundar/issues/9	issues/m0/gh-009-configure-github-labels-milestones-project-fields-and-automation.md
GH-010	https://github.com/ther12k/bundar/issues/10	issues/m0/gh-010-run-and-record-the-m0-contract-freeze-gate.md
GH-011	https://github.com/ther12k/bundar/issues/11	issues/m1/gh-011-create-the-bundar-core-package-skeleton.md
GH-012	https://github.com/ther12k/bundar/issues/12	issues/m1/gh-012-define-route-descriptor-and-handler-types.md
GH-013	https://github.com/ther12k/bundar/issues/13	issues/m1/gh-013-implement-app-builder-grouping-and-module-mounting.md
GH-014	https://github.com/ther12k/bundar/issues/14	issues/m1/gh-014-implement-path-normalization-and-route-conflict-detection.md
GH-015	https://github.com/ther12k/bundar/issues/15	issues/m1/gh-015-compile-bundar-routes-to-bun-serve-native-route-tables.md
GH-016	https://github.com/ther12k/bundar/issues/16	issues/m1/gh-016-preserve-the-static-response-fast-path.md
GH-017	https://github.com/ther12k/bundar/issues/17	issues/m1/gh-017-implement-the-request-context-contract.md
GH-018	https://github.com/ther12k/bundar/issues/18	issues/m1/gh-018-implement-startup-composed-sync-and-async-middleware.md
GH-019	https://github.com/ther12k/bundar/issues/19	issues/m1/gh-019-implement-params-query-and-cookie-access-adapters.md
GH-020	https://github.com/ther12k/bundar/issues/20	issues/m1/gh-020-implement-httperror-and-the-global-error-boundary.md
GH-021	https://github.com/ther12k/bundar/issues/21	issues/m1/gh-021-implement-explicit-response-helpers.md
GH-022	https://github.com/ther12k/bundar/issues/22	issues/m1/gh-022-implement-not-found-method-and-lifecycle-terminal-behavior.md
GH-023	https://github.com/ther12k/bundar/issues/23	issues/m1/gh-023-close-the-http-core-integration-and-contract-test-matrix.md
GH-024	https://github.com/ther12k/bundar/issues/24	issues/m1/gh-024-run-the-m1-performance-and-resource-gate.md
GH-025	https://github.com/ther12k/bundar/issues/25	issues/m1/gh-025-run-and-record-the-m1-http-core-gate.md
GH-026	https://github.com/ther12k/bundar/issues/26	issues/m2/gh-026-create-the-bundar-jsx-package-and-jsx-type-surface.md
GH-027	https://github.com/ther12k/bundar/issues/27	issues/m2/gh-027-implement-safe-text-primitive-and-empty-child-rendering.md
GH-028	https://github.com/ther12k/bundar/issues/28	issues/m2/gh-028-implement-html-attributes-class-style-and-boolean-serialization.md
GH-029	https://github.com/ther12k/bundar/issues/29	issues/m2/gh-029-implement-fragments-arrays-iterables-and-functional-components.md
GH-030	https://github.com/ther12k/bundar/issues/30	issues/m2/gh-030-implement-async-components-and-promised-children.md
GH-031	https://github.com/ther12k/bundar/issues/31	issues/m2/gh-031-implement-explicit-raw-html-and-trust-boundary-controls.md
GH-032	https://github.com/ther12k/bundar/issues/32	issues/m2/gh-032-implement-document-doctype-head-and-void-element-helpers.md
GH-033	https://github.com/ther12k/bundar/issues/33	issues/m2/gh-033-implement-rendertostring-and-jsx-response-integration.md
GH-034	https://github.com/ther12k/bundar/issues/34	issues/m2/gh-034-implement-rendertostream-with-backpressure-and-abort-handling.md
GH-035	https://github.com/ther12k/bundar/issues/35	issues/m2/gh-035-add-typed-common-htmx-attributes-without-runtime-coupling.md
GH-036	https://github.com/ther12k/bundar/issues/36	issues/m2/gh-036-close-jsx-conformance-security-and-snapshot-coverage.md
GH-037	https://github.com/ther12k/bundar/issues/37	issues/m2/gh-037-run-the-m2-jsx-performance-and-memory-gate.md
GH-038	https://github.com/ther12k/bundar/issues/38	issues/m2/gh-038-run-and-record-the-m2-server-jsx-gate.md
GH-039	https://github.com/ther12k/bundar/issues/39	issues/m3/gh-039-create-bundar-htmx-and-the-version-neutral-protocol-model.md
GH-040	https://github.com/ther12k/bundar/issues/40	issues/m3/gh-040-define-the-htmx-dialect-adapter-interface.md
GH-041	https://github.com/ther12k/bundar/issues/41	issues/m3/gh-041-implement-normalized-htmx-request-metadata.md
GH-042	https://github.com/ther12k/bundar/issues/42	issues/m3/gh-042-implement-normalized-htmx-response-directives.md
GH-043	https://github.com/ther12k/bundar/issues/43	issues/m3/gh-043-implement-and-pin-the-stable-htmx-2-dialect-adapter.md
GH-044	https://github.com/ther12k/bundar/issues/44	issues/m3/gh-044-implement-the-experimental-htmx-4-beta6-dialect-adapter.md
GH-045	https://github.com/ther12k/bundar/issues/45	issues/m3/gh-045-implement-the-htmx-asset-registry-and-local-serving-contract.md
